Stimmbezirk,ParteiKuerzel,Stimmen
Stimmbezirk 37,ÖDP,14
Stimmbezirk 37,Die Linke,7
Stimmbezirk 37,Die PARTEI,7
Stimmbezirk 37,Tierschutzpartei,3
Stimmbezirk 37,Volt,25
Stimmbezirk 37,Piraten,1
Stimmbezirk 37,Familie,5
Stimmbezirk 37,MERA25,0
Stimmbezirk 37,Tierschutz hier!,0
Stimmbezirk 37,PdH,0
Stimmbezirk 37,Heimat,0
Stimmbezirk 37,Bündnis C,0
Stimmbezirk 37,Verjüngungsforschung,0
Stimmbezirk 37,BIG,0
Stimmbezirk 37,Menschliche Welt,1
Stimmbezirk 37,DKP,1
Stimmbezirk 37,MLPD,0
Stimmbezirk 37,SGP,0
Stimmbezirk 37,ABG,1
Stimmbezirk 37,dieBasis,0
Stimmbezirk 37,Bündnis Deutschland,2
Stimmbezirk 37,BSW,7
Stimmbezirk 37,DAVA,1
Stimmbezirk 37,Klimaliste,0
Stimmbezirk 37,Letzte Generation,2
Stimmbezirk 37,PDV,2
Stimmbezirk 37,PdF,5
Stimmbezirk 37,V-Partei³,2
Stimmbezirk 38,CSU,242
Stimmbezirk 38,Grüne,97
Stimmbezirk 38,SPD,44
Stimmbezirk 38,AfD,24
Stimmbezirk 38,FW,27
Stimmbezirk 38,FDP,41
Stimmbezirk 38,ÖDP,14
Stimmbezirk 38,Die Linke,4
Stimmbezirk 38,Die PARTEI,4
Stimmbezirk 38,Tierschutzpartei,7
Stimmbezirk 38,Volt,17
Stimmbezirk 38,Piraten,2
Stimmbezirk 38,Familie,1
Stimmbezirk 38,MERA25,0
Stimmbezirk 38,Tierschutz hier!,2
Stimmbezirk 38,PdH,3
Stimmbezirk 38,Heimat,0
Stimmbezirk 38,Bündnis C,2
Stimmbezirk 38,Verjüngungsforschung,0
Stimmbezirk 38,BIG,0
Stimmbezirk 38,Menschliche Welt,0
Stimmbezirk 38,DKP,0
Stimmbezirk 38,MLPD,0
Stimmbezirk 38,SGP,0
Stimmbezirk 38,ABG,0
Stimmbezirk 38,dieBasis,0
Stimmbezirk 38,Bündnis Deutschland,1
Stimmbezirk 38,BSW,18
Stimmbezirk 38,DAVA,0
Stimmbezirk 38,Klimaliste,1
Stimmbezirk 38,Letzte Generation,0
Stimmbezirk 38,PDV,0
Stimmbezirk 38,PdF,2
Stimmbezirk 38,V-Partei³,0
Stimmbezirk 39,CSU,212
Stimmbezirk 39,Grüne,79
Stimmbezirk 39,SPD,50
Stimmbezirk 39,AfD,18
Stimmbezirk 39,FW,24
Stimmbezirk 39,FDP,36
Stimmbezirk 39,ÖDP,8
Stimmbezirk 39,Die Linke,6
Stimmbezirk 39,Die PARTEI,8
Stimmbezirk 39,Tierschutzpartei,4
Stimmbezirk 39,Volt,6
Stimmbezirk 39,Piraten,1
Stimmbezirk 39,Familie,1
Stimmbezirk 39,MERA25,1
Stimmbezirk 39,Tierschutz hier!,1
Stimmbezirk 39,PdH,1
Stimmbezirk 39,Heimat,1
Stimmbezirk 39,Bündnis C,0
Stimmbezirk 39,Verjüngungsforschung,1
Stimmbezirk 39,BIG,0
Stimmbezirk 39,Menschliche Welt,2
Stimmbezirk 39,DKP,0
Stimmbezirk 39,MLPD,0
Stimmbezirk 39,SGP,0
Stimmbezirk 39,ABG,1
Stimmbezirk 39,dieBasis,0
Stimmbezirk 39,Bündnis Deutschland,2
Stimmbezirk 39,BSW,19
Stimmbezirk 39,DAVA,0
Stimmbezirk 39,Klimaliste,0
Stimmbezirk 39,Letzte Generation,2
Stimmbezirk 39,PDV,0
Stimmbezirk 39,PdF,0
Stimmbezirk 39,V-Partei³,0
Stimmbezirk 40,CSU,211
Stimmbezirk 40,Grüne,64
Stimmbezirk 40,SPD,62
Stimmbezirk 40,AfD,26
Stimmbezirk 40,FW,9
Stimmbezirk 40,FDP,21
Stimmbezirk 40,ÖDP,9
Stimmbezirk 40,Die Linke,3
Stimmbezirk 40,Die PARTEI,4
Stimmbezirk 40,Tierschutzpartei,2
Stimmbezirk 40,Volt,14
Stimmbezirk 40,Piraten,0
Stimmbezirk 40,Familie,0
Stimmbezirk 40,MERA25,0
Stimmbezirk 40,Tierschutz hier!,1
Stimmbezirk 40,PdH,2
Stimmbezirk 40,Heimat,0
Stimmbezirk 40,Bündnis C,0
Stimmbezirk 40,Verjüngungsforschung,1
Stimmbezirk 40,BIG,0
Stimmbezirk 40,Menschliche Welt,0
Stimmbezirk 40,DKP,0
Stimmbezirk 40,MLPD,0
Stimmbezirk 40,SGP,0
Stimmbezirk 40,ABG,1
Stimmbezirk 40,dieBasis,1
Stimmbezirk 40,Bündnis Deutschland,1
Stimmbezirk 40,BSW,15
Stimmbezirk 40,DAVA,0
Stimmbezirk 40,Klimaliste,0
Stimmbezirk 40,Letzte Generation,0
Stimmbezirk 40,PDV,0
Stimmbezirk 40,PdF,0
Stimmbezirk 40,V-Partei³,1
Stimmbezirk 41,CSU,212
Stimmbezirk 41,Grüne,72
Stimmbezirk 41,SPD,37
Stimmbezirk 41,AfD,28
Stimmbezirk 41,FW,20
Stimmbezirk 41,FDP,40
Stimmbezirk 41,ÖDP,3
Stimmbezirk 41,Die Linke,6
Stimmbezirk 41,Die PARTEI,4
Stimmbezirk 41,Tierschutzpartei,3
Stimmbezirk 41,Volt,14
Stimmbezirk 41,Piraten,1
Stimmbezirk 41,Familie,0
Stimmbezirk 41,MERA25,3
Stimmbezirk 41,Tierschutz hier!,1
Stimmbezirk 41,PdH,1
Stimmbezirk 41,Heimat,0
Stimmbezirk 41,Bündnis C,0
Stimmbezirk 41,Verjüngungsforschung,0
Stimmbezirk 41,BIG,0
Stimmbezirk 41,Menschliche Welt,1
Stimmbezirk 41,DKP,0
Stimmbezirk 41,MLPD,0
Stimmbezirk 41,SGP,0
Stimmbezirk 41,ABG,0
Stimmbezirk 41,dieBasis,5
Stimmbezirk 41,Bündnis Deutschland,2
Stimmbezirk 41,BSW,8
Stimmbezirk 41,DAVA,0
Stimmbezirk 41,Klimaliste,0
Stimmbezirk 41,Letzte Generation,0
Stimmbezirk 41,PDV,0
Stimmbezirk 41,PdF,3
Stimmbezirk 41,V-Partei³,0
Stimmbezirk 42,CSU,214
Stimmbezirk 42,Grüne,84
Stimmbezirk 42,SPD,42
Stimmbezirk 42,AfD,19
Stimmbezirk 42,FW,15
Stimmbezirk 42,FDP,32
Stimmbezirk 42,ÖDP,11
Stimmbezirk 42,Die Linke,2
Stimmbezirk 42,Die PARTEI,8
Stimmbezirk 42,Tierschutzpartei,3
Stimmbezirk 42,Volt,16
Stimmbezirk 42,Piraten,3
Stimmbezirk 42,Familie,1
Stimmbezirk 42,MERA25,0
Stimmbezirk 42,Tierschutz hier!,0
Stimmbezirk 42,PdH,1
Stimmbezirk 42,Heimat,0
Stimmbezirk 42,Bündnis C,0
Stimmbezirk 42,Verjüngungsforschung,0
Stimmbezirk 42,BIG,0
Stimmbezirk 42,Menschliche Welt,1
Stimmbezirk 42,DKP,0
Stimmbezirk 42,MLPD,0
Stimmbezirk 42,SGP,0
Stimmbezirk 42,ABG,0
Stimmbezirk 42,dieBasis,2
Stimmbezirk 42,Bündnis Deutschland,0
Stimmbezirk 42,BSW,12
Stimmbezirk 42,DAVA,0
Stimmbezirk 42,Klimaliste,0
Stimmbezirk 42,Letzte Generation,1
Stimmbezirk 42,PDV,0
Stimmbezirk 42,PdF,2
Stimmbezirk 42,V-Partei³,2
Stimmbezirk 43,CSU,242
Stimmbezirk 43,Grüne,86
Stimmbezirk 43,SPD,48
Stimmbezirk 43,AfD,25
Stimmbezirk 43,FW,22
Stimmbezirk 43,FDP,45
Stimmbezirk 43,ÖDP,10
Stimmbezirk 43,Die Linke,8
Stimmbezirk 43,Die PARTEI,8
Stimmbezirk 43,Tierschutzpartei,1
Stimmbezirk 43,Volt,14
Stimmbezirk 43,Piraten,0
Stimmbezirk 43,Familie,0
Stimmbezirk 43,MERA25,2
Stimmbezirk 43,Tierschutz hier!,1
Stimmbezirk 43,PdH,0
Stimmbezirk 43,Heimat,0
Stimmbezirk 43,Bündnis C,0
Stimmbezirk 43,Verjüngungsforschung,0
Stimmbezirk 43,BIG,0
Stimmbezirk 43,Menschliche Welt,0
Stimmbezirk 43,DKP,0
Stimmbezirk 43,MLPD,0
Stimmbezirk 43,SGP,0
Stimmbezirk 43,ABG,0
Stimmbezirk 43,dieBasis,2
Stimmbezirk 43,Bündnis Deutschland,4
Stimmbezirk 43,BSW,14
Stimmbezirk 43,DAVA,0
Stimmbezirk 43,Klimaliste,0
Stimmbezirk 43,Letzte Generation,1
Stimmbezirk 43,PDV,0
Stimmbezirk 43,PdF,6
Stimmbezirk 43,V-Partei³,1
Stimmbezirk 44,CSU,223
Stimmbezirk 44,Grüne,64
Stimmbezirk 44,SPD,32
Stimmbezirk 44,AfD,26
Stimmbezirk 44,FW,9
Stimmbezirk 44,FDP,33
Stimmbezirk 44,ÖDP,7
Stimmbezirk 44,Die Linke,2
Stimmbezirk 44,Die PARTEI,11
Stimmbezirk 44,Tierschutzpartei,12
Stimmbezirk 44,Volt,14
Stimmbezirk 44,Piraten,1
Stimmbezirk 44,Familie,0
Stimmbezirk 44,MERA25,0
Stimmbezirk 44,Tierschutz hier!,0
Stimmbezirk 44,PdH,0
Stimmbezirk 44,Heimat,0
Stimmbezirk 44,Bündnis C,2
Stimmbezirk 44,Verjüngungsforschung,0
Stimmbezirk 44,BIG,0
Stimmbezirk 44,Menschliche Welt,0
Stimmbezirk 44,DKP,0
Stimmbezirk 44,MLPD,0
Stimmbezirk 44,SGP,0
Stimmbezirk 44,ABG,0
Stimmbezirk 44,dieBasis,0
Stimmbezirk 44,Bündnis Deutschland,0
Stimmbezirk 44,BSW,6
Stimmbezirk 44,DAVA,0
Stimmbezirk 44,Klimaliste,1
Stimmbezirk 44,Letzte Generation,2
Stimmbezirk 44,PDV,0
Stimmbezirk 44,PdF,3
Stimmbezirk 44,V-Partei³,1
Stimmbezirk 45,CSU,224
Stimmbezirk 45,Grüne,79
Stimmbezirk 45,SPD,54
Stimmbezirk 45,AfD,38
Stimmbezirk 45,FW,21
Stimmbezirk 45,FDP,38
Stimmbezirk 45,ÖDP,6
Stimmbezirk 45,Die Linke,7
Stimmbezirk 45,Die PARTEI,12
Stimmbezirk 45,Tierschutzpartei,9
Stimmbezirk 45,Volt,21
Stimmbezirk 45,Piraten,1
Stimmbezirk 45,Familie,3
Stimmbezirk 45,MERA25,2
Stimmbezirk 45,Tierschutz hier!,0
Stimmbezirk 45,PdH,0
Stimmbezirk 45,Heimat,0
Stimmbezirk 45,Bündnis C,0
Stimmbezirk 45,Verjüngungsforschung,1
Stimmbezirk 45,BIG,0
Stimmbezirk 45,Menschliche Welt,0
Stimmbezirk 45,DKP,0
Stimmbezirk 45,MLPD,0
Stimmbezirk 45,SGP,0
Stimmbezirk 45,ABG,0
Stimmbezirk 45,dieBasis,4
Stimmbezirk 45,Bündnis Deutschland,0
Stimmbezirk 45,BSW,11
Stimmbezirk 45,DAVA,0
Stimmbezirk 45,Klimaliste,0
Stimmbezirk 45,Letzte Generation,0
Stimmbezirk 45,PDV,0
Stimmbezirk 45,PdF,3
Stimmbezirk 45,V-Partei³,0
